Metabolite id	metabolite name
cpd11581_e0	gly_asn_L_e0
cpd11581_c0	gly_asn_L_c0
cpd02039_c0	1_Aminopropan_2_ol_c0
cpd11505_c0	8_methyl_3_hydroxy_decanoyl_ACP_c0
cpd11497_c0	4_methyl_3_hydroxy_hexanoyl_ACP_c0
cpd00782_c0	Pimeloyl_CoA_c0
cpd00649_c0	Coenzyme_F420_c0
cpd02679_c0	5_10_Methylenetetrahydromethanopterin_c0
cpd00792_c0	Reduced_coenzyme_F420_c0
cpd02655_c0	5_10_Methenyltetrahydromethanopterin_c0
cpd02724_c0	N_Succinyl_L_2_amino_6_oxopimelate_c0
cpd03306_c0	3_4_Dihydroxyphenylethyleneglycol_c0
cpd03307_c0	3_4_Dihydroxymandelaldehyde_c0
cpd11584_e0	Ala_His_e0
cpd03659_c0	GQ1_c0
cpd00235_c0	D_mannose_6_phosphate_c0
cpd11572_c0	trans_Octodec_2_enoyl_ACP_c0
cpd15718_c0	Diisotetradecanoylphosphatidylglycerophosphate_c0
cpd15542_c0	Phosphatidylglycerophosphate_didodecanoyl_c0
cpd01476_c0	Protoporphyrin_c0
cpd00028_c0	Heme_c0
cpd02616_c0	dTDP_4_amino_4_6_dideoxy_D_glucose_c0
cpd08707_c0	dTDP_3_oxo_4_6_dideoxy_D_glucose_c0
cpd11509_c0	10_methyl_3_hydroxy_dodecanoyl_ACP_c0
cpd01260_c0	Lauroyl_CoA_c0
cpd11562_c0	12_methyl_3_oxo_tridecanoyl_ACP_c0
cpd11563_c0	12_methyl_3_hydroxy_tridecanoyl_ACP_c0
cpd02182_c0	R_S_Lactoylglutathione_c0
cpd00221_c0	D_Lactate_c0
cpd02720_c0	5_Amino_6__5_phosphoribitylaminouracil_c0
cpd00150_c0	HCN_c0
cpd01211_c0	Thiocyanate_c0
cpd12379_c0	S_Alkyl_L_cysteine_S_oxide_c0
cpd01495_c0	Dehydroalanine_c0
cpd12050_c0	Alkyl_sulfenate_c0
cpd00130_e0	L_Malate_e0
cpd15274_c0	Octadecenoyl_CoA_c0
cpd11523_c0	5_methyl_trans_hex_2_enoyl_ACP_c0
cpd02782_c0	UDP_N_acetyl_D_glucosaminouronate_c0
cpd09739_c0	UDP_N_acetyl_D_galactosaminuronic_acid_c0
cpd03158_c0	Nicotianamine_c0
cpd15546_c0	Phosphatidylglycerophosphate_dihexadec_9_enoyl_c0
cpd02698_c0	N_Succinyl_L_2_6_diaminopimelate_c0
cpd00011_e0	CO2_e0
cpd03606_c0	2_Oxo_3_hydroxy_4_phosphobutanoate_c0
cpd00502_c0	5_Formiminotetrahydrofolate_c0
cpd00428_c0	2_Oxopropanal_c0
cpd15540_c0	Phosphatidylglycerol_dioctadecanoyl_c0
cpd15432_c0	core_oligosaccharide_lipid_A_c0
cpd15793_c0	Stearoylcardiolipin_B_subtilis_c0
cpd15723_c0	Dianteisoheptadecanoylphosphatidylglycerol_c0
cpd15794_c0	Isoheptadecanoylcardiolipin_B_subtilis_c0
cpd11416_c0	Biomass_c0
cpd15795_c0	Anteisoheptadecanoylcardiolipin_B_subtilis_c0
cpd15722_c0	Diisoheptadecanoylphosphatidylglycerol_c0
cpd00393_e0	Folate_e0
cpd03830_c0	ADP_D_glycero_D_manno_heptose_c0
cpd00099_e0	Cl__e0
cpd15489_c0	inner_core_oligosaccharide_lipid_A_c0
cpd15479_c0	glucosyl_inner_core_oligosaccharide_lipid_A_c0
cpd11425_c0	2dmmq7_c0
cpd11606_c0	Menaquinone_7_c0
cpd03847_e0	Myristic_acid_e0
cpd03831_c0	ADP_L_glycero_D_manno_heptose_c0
cpd00906_c0	all_trans_Hexaprenyl_diphosphate_c0
cpd02590_c0	all_trans_Heptaprenyl_diphosphate_c0
cpd15469_c0	galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0
cpd15475_c0	glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0
cpd04918_c0	D_Glycero_D_manno_heptose7_phosphate_c0
cpd15485_c0	heptosyl_kdo2_lipidA_c0
cpd15484_c0	heptosyl_heptosyl_kdo2_lipidA_c0
cpd00516_e0	meso_2_6_Diaminopimelate_e0
cpd15477_c0	glucosyl_glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0
cpd15492_c0	kdo_phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0
cpd03587_c0	kdo2_lipid_a_c0
cpd03736_c0	Lauroyl_KDO2_lipid_IVA_c0
cpd15549_c0	phospho_heptosyl_heptosyl_kdo2_lipidA_c0
cpd15488_c0	heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0
cpd01741_e0	ddca_e0
cpd15550_c0	phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA_c0
cpd00793_e0	Thiamine_phosphate_e0
cpd01080_e0	ocdca_e0
cpd11606_e0	Menaquinone_7_e0
Hthdpc_c0	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
3-oxooctadecanoylacp	3-Oxooctadecanoyl-acp
R-3-hydroxyoctadecanoylacp	R-3-Hydroxyoctadecanoyl-acp
CH4	Methane
PHB	Polyhydroxybutyrate
valerate	valerate
valerylcoa	Valeryl-CoA
trans2pentenoylcoa	trans-pent-2-enoyl-CoA
3-hydroxyvalerylcoa	(S)-3-hydroxyvaleryl-CoA
PHV	PHV
3oxovalerylcoa	3-Oxovaleryl-CoA
cpd00112_c0	CMP_N_acetylneuraminate_c0
cpd03658_c0	GT1a_c0
cpd10490_c0	1R_Glutathionyl_2R_hydroxy_1_2_dihydronaphthalene_c0
cpd10484_c0	1S_2R_Naphthalene_epoxide_c0
cpd02046_c0	10_Formyldihydrofolate_c0
cpd10500_c0	1_Nitro_7_hydroxy_8_glutathionyl_7_8_dihydronaphthalene_c0
cpd10499_c0	1_Nitronaphthalene_7_8_oxide_c0
cpd09846_c0	Cyromazine_c0
cpd09847_c0	N_Cyclopropylammeline_c0
cpd00224_c0	L_Arabinose_c0
cpd00397_c0	L_Ribulose_c0
cpd00966_c0	HBr_c0
cpd03638_c0	_plus__Limonene_c0
cpd08263_c0	_plus__trans_Carveol_c0
cpd10515_e0	Fe2_plus__e0
cpd10501_c0	1_Nitro_7_glutathionyl_8_hydroxy_7_8_dihydronaphthalene_c0
cpd02545_c0	Isocorypalmine_c0
cpd01238_c0	Columbamine_c0
cpd10567_c0	2_Bromoacetaldehyde_c0
cpd10568_c0	S_Formylmethylglutathione_c0
cpd01851_c0	Tetrahydropalmatine_c0
cpd03153_c0	Palmatine_c0
cpd10497_c0	1_Nitronaphthalene_5_6_oxide_c0
cpd10502_c0	1_Nitro_5_hydroxy_6_glutathionyl_5_6_dihydronaphthalene_c0
cpd00840_c0	L_beta_Lysine_c0
cpd11313_c0	hemeO_c0
cpd00563_c0	Berberine_c0
cpd02117_c0	S_Canadine_c0
cpd10503_c0	1_Nitro_5_glutathionyl_6_hydroxy_5_6_dihydronaphthalene_c0
cpd02238_c0	2_Hydroxydihydrodaidzein_c0
cpd01638_c0	2_Hydroxydaidzein_c0
cpd10565_c0	DCVG_c0
cpd04167_c0	TCE_c0
cpd00509_c0	deoxyribose_1_phosphate_c0
cpd10489_c0	1S_Hydroxy_2S_glutathionyl_1_2_dihydronaphthalene_c0
cpd03654_c0	GD3_c0
cpd10537_c0	Bromobenzene_2_3_oxide_c0
cpd10545_c0	2_3_Dihydro_2_S_glutathionyl_3_hydroxy_bromobenzene_c0
cpd00837_c0	S_Adenosylmethioninamine_c0
cpd00475_c0	Ribose_1_phosphate_c0
cpd02918_c0	5_HETE_c0
cpd03176_c0	5S_HPETE_c0
cpd00165_c0	hydroxylamine
cpd00739_c0	Reduced_riboflavin_c0
cpd00797_e0	R_3_Hydroxybutanoate_e0
cpd00092_c0	Uracil_c0
cpd01938_c0	Uracil_5_carboxylate_c0
cpd14877_c0	Undecaprenyl_phosphate_alpha_L_Ara4FN_c0
cpd14875_c0	UDP_L_Ara4FN_c0
cpd12300_c0	Acylglycerone_phosphate_c0
cpd00129_e0	L_Proline_e0
cpd00651_c0	D_Arabinonate_c0
cpd02386_c0	2_Dehydro_3_deoxy_D_xylonate_c0
diacetyl_c0	diacetyl
Butane23diol_c0	Butane23diol
cpd00144_c0	UDPglucuronate_c0
cpd15675_c0	1_anteisopentadecanoyl_sn_glycerol_3_phosphate_c0
cpd00905_c0	Guanosine_3_5_bisdiphosphate_c0
cpd03420_c0	Precorrin_3A_c0
cpd15268_c0	Octadecanoyl_ACP_c0
cpd15277_c0	Palmitoyl_ACP_c0
cpd15673_c0	1_isotetradecanoyl_sn_glycerol_3_phosphate_c0
cpd03710_c0	trans_O_Hydroxybenzylidenepyruvate_c0
cpd00859_c0	Pseudouridine_5_phosphate_c0
cpd00184_c0	Thymidine_c0
cpd00769_c0	N_Formyl_L_aspartate_c0
cpd02102_c0	N_Adenylylanthranilate_c0
cpd15294_c0	Tetradecenoyl_ACP_c0
cpd18007_c0	Leachianone_G_c0
cpd18036_c0	Sophoraflavanone_G_c0
cpd03760_c0	Precorrin_6B_c0
cpd01914_c0	L_Methionine_S_oxide_c0
cpd00451_c0	Glycocyamine_c0
cpd02961_c0	Dihydroneopterin_c0
cpd11825_c0	Octadecenoyl_ACP_c0
cpd02569_c0	2_Oxo_3_hydroxyisovalerate_c0
cpd03560_c0	Propionyladenylate_c0
cpd15676_c0	1_isohexadecanoyl_sn_glycerol_3_phosphate_c0
cpd14960_c0	Cobalt_precorrin_5B_c0
cpd08372_c0	Cobalt_precorrin_6_c0
cpd02740_c0	Guanosine_5_triphosphate_3_diphosphate_c0
cpd01242_c0	Thyminose_c0
cpd03833_c0	Precorrin_3B_c0
cpd00402_c0	CDPglycerol_c0
cpd00762_c0	4_Guanidinobutanoate_c0
cpd01401_c0	Vitamin_K1_c0
cpd09410_c0	Demethylphylloquinone_c0
cpd12237_c0	Peptide_L_methionine_c0
cpd14507_c0	Peptide_L_methionine_R_S_oxide_c0
cpd00251_c0	ADPribose_c0
cpd00503_c0	D_Fructose_2_6_bisphosphate_c0
cpd15674_c0	1_isopentadecanoyl_sn_glycerol_3_phosphate_c0
cpd08369_c0	Cobalt_precorrin_3_c0
cpd14961_c0	Cobalt_precorrin_7_c0
cpd11255_c0	1_2_dihydroxy_3_keto_5_methylthiopentene_c0
cpd11296_c0	2_Hydroxy_3_keto_5_methylthiopentenyl_1_phosphate_c0
cpd00646_c0	PNP_c0
cpd02135_c0	4_Nitrophenyl_phosphate_c0
cpd08368_c0	Cobalt_precorrin_2_c0
cpd11295_c0	2_3_diketo5_methylthio_1_phosphopentane_c0
cpd15768_c0	Anteisoheptadecanoyllipoteichoic_acid_n24__linked__N_acetyl_D_glucosamine_c0
cpd15750_c0	Anteisoheptadecanoyllipoteichoic_acid_n24__linked__unsubstituted_c0
cpd01015_c0	Cyanate_c0
cpd01101_c0	Carbamate_c0
cpd15727_c0	Diisohexadecanoylphosphatidylglycerol_c0
cpd15308_c0	1_2_Diacyl_sn_glycerol_ditetradec_7_enoyl_c0
cpd00307_c0	Cytosine_c0
cpd15495_c0	Maltopentaose_c0
cpd01399_c0	Maltotetraose_c0
cpd00179_c0	Maltose_c0
cpd05639_c0	Ammelide_c0
cpd05640_c0	2_Chloro_4_hydroxy_6_amino_1_3_5_triazine_c0
cpd14934_c0	1_2_Dihydrophthalic_acid_c0
cpd03407_c0	gamma_Glutamyl_beta_cyanoalanine_c0
cpd01651_c0	L_3_Cyanoalanine_c0
cpd15364_c0	2_5_triphosphoribosyl_3_dephospho_CoA_c0
cpd00170_c0	Gluconolactone_c0
cpd02711_c0	2_Keto_3_deoxy_6_phosphogluconate_c0
cpd00926_c0	Anserine_c0
cpd00848_c0	1_Methylhistidine_c0
cpd02345_c0	L_Glutamate1_semialdehyde_c0
cpd00151_c0	Thymine_c0
cpd09801_c0	2_Methylnaphthalene_c0
cpd09818_c0	Naphthyl_2_methyl_succinic_acid_c0
cpd11704_c0	Protein_tyrosine_c0
cpd11820_c0	Protein_tyrosine_phosphate_c0
cpd02685_c0	N_acetyl_LL_2_6_diaminopimelate_c0
cpd00948_c0	Isohexenyl_glutaconyl_CoA_c0
cpd01317_c0	Geranoyl_CoA_c0
cpd00924_c0	AppppA_c0
cpd00492_c0	N_Acetyl_D_mannosamine_c0
cpd00622_c0	Sepiapterin_c0
cpd01558_c0	Xanthopterin_B2_c0
cpd00284_c0	6_Phospho_D_gluconate_c0
cpd01419_c0	Ureidoglycine_c0
cpd00465_c0	Ureidoglycolate_c0
cpd00341_c0	N_Carbamoylputrescine_c0
cpd00272_c0	GDP_L_fucose_c0
cpd00911_c0	6_phospho_D_glucono_1_5_lactone_c0
cpd12172_c0	Protein_L_cysteine_c0
cpd12502_c0	DNA_containing_6_O_methylguanine_c0
cpd13370_c0	DNA_containing_guanine_c0
cpd12392_c0	Protein_S_methyl_L_cysteine_c0
cpd00869_c0	4_methylthio_2_oxobutyrate_c0
cpd00222_c0	GLCN_c0
cpd00076_c0	Sucrose_c0
cpd00523_c0	Trehalose_6_phosphate_c0
cpd03583_c0	D_arabino_6_Phospho_hex_3_ulose_c0
cpd12072_c0	Protein_dithiol_c0
cpd12139_c0	Protein_disulfide_c0
Diaminobutyrate	Diaminobutyrate
AcetylL24diaminobutyrate	N-gamma-acetyl-L-2,4-diaminobutyrate
Ectoine	Ectoine
Hydroxyectoine	Hydroxyectoine
Hexulose6p	Hexulose-6-phosphate
sucrose-6-p	sucrose-6-phosphate
