Reaction id	Reaction name	stoichiometry	Genes
rxn00690_c0	Formate_tetrahydrofolate_ligase_ADP_forming_c0	cpd00002_c0 + cpd00047_c0 + cpd00087_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00201_c0	6666666.293523.peg.1663;
rxn00931_c0	L_Proline_NADP_plus__5_oxidoreductase_c0	cpd00006_c0 + cpd00129_c0 <=> cpd00005_c0 + 2.0 cpd00067_c0 + cpd02431_c0	6666666.293523.peg.586;
rxn02418_c0	myo_inositol_hexakisphosphate_4_phosphohydrolase_c0	cpd00001_c0 + cpd00885_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd02788_c0	6666666.293523.peg.821;
rxn08756_c0	isopentenyl_diphosphate_NAD_plus__oxidoreductase_c0	cpd00004_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00003_c0 + cpd00113_c0	6666666.293523.peg.1063;
rxn09450_c0	fatty_acid__CoA_ligase_hexadecenoate__peroxisomal_c0	cpd00002_c0 + cpd00010_c0 + cpd15237_c0 --> cpd00012_c0 + cpd00018_c0 + cpd15238_c0	6666666.293523.peg.3439;6666666.293523.peg.1174;
rxn00938_c0	Nicotinamide_amidohydrolase_c0	cpd00001_c0 + cpd00133_c0 --> cpd00013_c0 + cpd00218_c0	6666666.293523.peg.842;
rxn00412_c0	UTP_L_glutamine_amido_ligase_ADP_forming_c0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00062_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00052_c0 + 2.0 cpd00067_c0	6666666.293523.peg.4009;6666666.293523.peg.3107;
rxn02339_c0	4_Hydroxy_L_glutamate_2_oxoglutarate_aminotransferase_c0	cpd00024_c0 + cpd01974_c0 <=> cpd00023_c0 + cpd00830_c0	6666666.293523.peg.3415;6666666.293523.peg.3832;6666666.293523.peg.4175;
rxn00650_c0	L_cysteinylglycine_dipeptidase_c0	cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0	6666666.293523.peg.3902;6666666.293523.peg.2459;6666666.293523.peg.3720;6666666.293523.peg.1388;6666666.293523.peg.2222;
rxn10094_c0	S_adenosylmethione_2_demethylmenaquinone_methyltransferase_c0	cpd00017_c0 + cpd15352_c0 --> cpd00019_c0 + cpd00067_c0 + cpd15500_c0	6666666.293523.peg.534;6666666.293523.peg.2345;6666666.293523.peg.2569;
rxn03167_c0	2_Amino_4_hydroxy_6_erythro_1_2_3_trihydroxypropyl_dihydropteridine_triphosphate_phosphohydrolase_alkaline_optimum_c0	3.0 cpd00001_c0 + cpd02978_c0 --> 3.0 cpd00009_c0 + 3.0 cpd00067_c0 + cpd02961_c0	6666666.293523.peg.3080;6666666.293523.peg.2026;
rxn05152_c0	ATP_phosphohydrolase_polar_amino_acid_importing_c0	cpd00001_c0 + cpd00002_c0 + cpd00041_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00041_c0 + cpd00067_c0	
rxn00640_c0	GDP_D_mannose_1_phosphate_guanylyltransferase_c0	cpd00031_c0 + cpd00485_c0 --> cpd00009_c0 + cpd00083_c0	6666666.293523.peg.2680;
rxn02737_c0	UDPglucosamine_4_epimerase_c0	cpd01482_c0 <=> cpd01623_c0	6666666.293523.peg.3630;6666666.293523.peg.1563;6666666.293523.peg.2636;6666666.293523.peg.1704;6666666.293523.peg.2561;6666666.293523.peg.2635;
rxn01103_c0	3_Phospho_D_glyceroyl_phosphate_phosphohydrolase_c0	cpd00001_c0 + cpd00203_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00169_c0	6666666.293523.peg.1584;
rxn00515_c0	ATP_IDP_phosphotransferase_c0	cpd00002_c0 + cpd00090_c0 --> cpd00008_c0 + cpd00068_c0	6666666.293523.peg.4144;
rxn03816_c0	dTDP_4_oxo_2_6_dideoxy_D_glucose_5_epimerase_c0	cpd04025_c0 <=> cpd04026_c0	6666666.293523.peg.2875;
rxn08846_c0	Lysophospholipase_L2_2_acylglycerophosphoglycerol__n_C14_0_c0	cpd00001_c0 + cpd15344_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd03847_c0	6666666.293523.peg.4211;
rxn05397_c0	11_methyl_3_oxo_dodecanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11533_c0 <=> cpd00006_c0 + cpd11534_c0	6666666.293523.peg.473;6666666.293523.peg.2749;6666666.293523.peg.2307;6666666.293523.peg.2479;
rxn03005_c0	R04326_c0	2.0 cpd00067_c0 + cpd00087_c0 + cpd02678_c0 <=> cpd00001_c0 + cpd00347_c0 + cpd02394_c0	6666666.293523.peg.4147;
rxn05012_c0	carbamoyl_phosphate_N2_acetyl_L_ornithine_carbamoyltransferase_c0	cpd00146_c0 + cpd00342_c0 --> cpd00009_c0 + cpd00067_c0 + cpd11209_c0	6666666.293523.peg.3142;
rxn03437_c0	R_2_3_Dihydroxy_3_methylpentanoate_hydro_lyase_c0	cpd02535_c0 --> cpd00001_c0 + cpd00508_c0	6666666.293523.peg.707;
rxn01353_c0	ATP_dGDP_phosphotransferase_c0	cpd00002_c0 + cpd00295_c0 <=> cpd00008_c0 + cpd00241_c0	6666666.293523.peg.4144;
rxn10235_c0	isopentadecanoyl_phosphatidylserine_decarboxylase_c0	2.0 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0	6666666.293523.peg.4122;
rxn12633_c0	RXN0_6975c_c0	cpd00001_c0 + cpd11593_c0 <=> cpd00035_c0 + cpd00041_c0	6666666.293523.peg.3902;6666666.293523.peg.2459;6666666.293523.peg.3720;6666666.293523.peg.1388;6666666.293523.peg.2222;
rxn00882_c0	1D_myo_Inositol_4_phosphate_phosphohydrolase_c0	cpd00001_c0 + cpd02230_c0 --> cpd00009_c0 + cpd00121_c0	6666666.293523.peg.958;6666666.293523.peg.4204;
rxn03244_c0	S_hydroxydecanoyl_CoA_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd03118_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd03119_c0	6666666.293523.peg.3810;6666666.293523.peg.3980;
rxn04724_c0	salicylate_NADH_oxygen_oxidoreductase_1_hydroxylating_decarboxylating_c0	cpd00004_c0 + cpd00007_c0 + 2.0 cpd00067_c0 + cpd09791_c0 --> cpd00001_c0 + cpd00003_c0 + cpd00011_c0 + cpd01871_c0	6666666.293523.peg.1257;
rxn00616_c0	sn_Glycerol_3_phosphate_acceptor_2_oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd00080_c0 <=> cpd00095_c0 + cpd00982_c0	6666666.293523.peg.1037;
rxn00552_c0	D_glucosamine_6_phosphate_aminohydrolase_ketol_isomerizing_c0	cpd00001_c0 + cpd00288_c0 --> cpd00013_c0 + cpd00072_c0	6666666.293523.peg.3135;
rxn01639_c0	N_Formimino_L_glutamate_formiminohydrolase_c0	cpd00023_c0 + cpd00378_c0 --> cpd00001_c0 + cpd00344_c0	6666666.293523.peg.1252;
rxn05409_c0	2_methylpropionyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11545_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11546_c0	6666666.293523.peg.1196;6666666.293523.peg.4031;6666666.293523.peg.1561;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn06723_c0	3R_3_hydroxymyristoyl_acyl_carrier_protein_UDP_3_O_3R_3_hydroxymyristoyl_alpha_D_glucosamine_N_acetyltransferase_c0	cpd03584_c0 + cpd11484_c0 --> cpd02835_c0 + cpd11493_c0	6666666.293523.peg.3758;
rxn00313_c0	meso_2_6_diaminoheptanedioate_carboxy_lyase_L_lysine_forming_c0	cpd00067_c0 + cpd00516_c0 --> cpd00011_c0 + cpd00039_c0	6666666.293523.peg.2878;
rxn02949_c0	S_3_Hydroxyisobutyryl_CoA_hydro_lyase_c0	cpd00001_c0 + cpd02187_c0 <=> cpd03572_c0	6666666.293523.peg.1235;6666666.293523.peg.1801;6666666.293523.peg.3698;6666666.293523.peg.4304;6666666.293523.peg.3810;
rxn06570_c0	S_Adenosyl_L_methionine_calmodulin_L_lysine_N6_methyltransferase_c0	cpd00017_c0 + cpd12190_c0 --> cpd00019_c0 + cpd00067_c0 + cpd12431_c0	6666666.293523.peg.2951;
rxn00735_c0	2R_3S_3_methylmalate_NAD_plus__oxidoreductase_c0	cpd00004_c0 + cpd00011_c0 + cpd00094_c0 <=> cpd00003_c0 + cpd03593_c0	6666666.293523.peg.3103;
rxn00775_c0	ADP_ribose_ribophosphohydrolase_c0	cpd00001_c0 + cpd00251_c0 --> cpd00018_c0 + 2.0 cpd00067_c0 + cpd00101_c0	6666666.293523.peg.741;
rxn02680_c0	Octanoyl_CoA_acetyl_CoA_C_acyltransferase_c0	cpd00022_c0 + cpd01335_c0 <=> cpd00010_c0 + cpd03119_c0	6666666.293523.peg.1464;6666666.293523.peg.3982;
rxn05405_c0	15_methyl_3_oxo_hexa_decanoyl_ACP_NADP_plus__oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11541_c0 <=> cpd00006_c0 + cpd11542_c0	6666666.293523.peg.2307;6666666.293523.peg.473;6666666.293523.peg.2479;6666666.293523.peg.2749;
rxn10571_c0	Mg2_plus__importing_ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00254_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00254_c0	
rxn02290_c0	S_2_3_Epoxysqualene_mutase_cyclizing__lanosterol_forming_c0	cpd00776_c0 --> cpd01188_c0	6666666.293523.peg.3022;
rxn05363_c0	4_methyl_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11492_c0 + cpd11499_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11500_c0	6666666.293523.peg.1196;6666666.293523.peg.4031;6666666.293523.peg.1561;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn00547_c0	ATP_D_fructose_6_phosphotransferase_c0	cpd00002_c0 + cpd00082_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd00072_c0	6666666.293523.peg.2564;
rxn04750_c0	S_3_hydroxyacyl_CoA_NAD_plus__oxidoreductase_c0	cpd00003_c0 + 4.0 cpd00067_c0 + cpd09844_c0 <=> cpd00004_c0 + cpd01507_c0	6666666.293523.peg.3810;6666666.293523.peg.3980;
rxn05325_c0	Octanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing_c0	cpd00004_c0 + cpd00067_c0 + cpd11471_c0 --> cpd00003_c0 + cpd11470_c0	6666666.293523.peg.2894;6666666.293523.peg.1805;
rxn10168_c0	K_plus__importing_ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00205_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00205_c0	6666666.293523.peg.3068;6666666.293523.peg.3070;6666666.293523.peg.3069;
rxn03366_c0	R04917_c0	cpd00001_c0 + cpd00006_c0 + cpd03365_c0 <=> cpd00005_c0 + 2.0 cpd00067_c0 + cpd03366_c0	6666666.293523.peg.3840;
rxn02421_c0	CTP_N_methylethanolamine_phosphate_cytidylyltransferase_c0	cpd00052_c0 + cpd00888_c0 <=> cpd00012_c0 + cpd02200_c0	6666666.293523.peg.626;
rxn10042_c0	F1_ATPase_c0	cpd00008_c0 + cpd00009_c0 + 4.0 cpd00067_e0 <=> cpd00001_c0 + cpd00002_c0 + 3.0 cpd00067_c0	
rxn08803_c0	Lysophospholipase_L1_2_acylglycerophosphoethanolamine__n_C12_0_periplasm_c0	cpd00001_c0 + cpd15313_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0	6666666.293523.peg.4211;
rxn01053_c0	S_lactaldehyde_NAD_plus__oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00334_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00159_c0	6666666.293523.peg.1378;6666666.293523.peg.3341;
rxn02312_c0	S_Adenosyl_L_methionine_8_amino_7_oxononanoate_aminotransferase_c0	cpd00017_c0 + cpd00800_c0 <=> cpd00764_c0 + cpd02701_c0	6666666.293523.peg.3438;
rxn02895_c0	5_Phospho_D_ribosylamine_glycine_ligase_ADP_forming_c0	cpd00002_c0 + cpd00033_c0 + cpd01982_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02394_c0	6666666.293523.peg.4004;6666666.293523.peg.4003;
rxn07295_c0	glycine_oxidase_c0	cpd00033_c0 --> 3.0 cpd00067_c0 + cpd14545_c0	6666666.293523.peg.2846;
rxn01066_c0	cholesterol_ester_acylhydrolase_c0	cpd00001_c0 + cpd01664_c0 --> cpd00049_c0 + cpd00067_c0 + cpd00160_c0	6666666.293523.peg.4107;
rxn02934_c0	2S_3S_3_Hydroxy_2_methylbutanoyl_CoA_hydro_liase_c0	cpd02691_c0 <=> cpd00001_c0 + cpd02125_c0	6666666.293523.peg.3810;6666666.293523.peg.1235;6666666.293523.peg.1801;6666666.293523.peg.4304;6666666.293523.peg.3698;6666666.293523.peg.3980;
rxn08089_c0	1_octadec_7_enoyl_sn_glycerol_3_phosphate_O_acyltransferase_n_C18_1_c0	cpd00067_c0 + cpd11825_c0 + cpd15328_c0 --> cpd11493_c0 + cpd15527_c0	6666666.293523.peg.3882;6666666.293523.peg.751;
rxn07688_c0	R07898_c0	cpd00003_c0 + cpd15053_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd15054_c0	6666666.293523.peg.3810;6666666.293523.peg.3980;
rxn00189_c0	L_Glutamine_amidohydrolase_c0	cpd00001_c0 + cpd00053_c0 --> cpd00013_c0 + cpd00023_c0	6666666.293523.peg.882;
rxn02508_c0	N_5_Phospho_beta_D_ribosylanthranilate_ketol_isomerase_c0	cpd02642_c0 <=> cpd00956_c0	6666666.293523.peg.2682;
rxn05442_c0	11_methyl_trans_dodec_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific_c0	cpd00004_c0 + cpd00067_c0 + cpd11535_c0 --> cpd00003_c0 + cpd11536_c0	6666666.293523.peg.2894;6666666.293523.peg.1805;
rxn00543_c0	ethanol_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd00363_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00071_c0	6666666.293523.peg.2675;6666666.293523.peg.1210;
rxn01996_c0	Methylmalonyl_CoA_epimerase_c0	cpd00891_c0 --> cpd00519_c0	6666666.293523.peg.1695;
rxn00428_c0	dichloromethane_chloride_lyase_adding_H2O_chloride_hydrolysing_formaldehyde_forming_c0	cpd00001_c0 + cpd01530_c0 <=> cpd00055_c0 + 2.0 cpd00067_c0 + 2.0 cpd00099_c0	6666666.293523.peg.1922;6666666.293523.peg.865;6666666.293523.peg.3059;6666666.293523.peg.4155;6666666.293523.peg.3571;
rxn00420_c0	O_phospho_L_serine_phosphohydrolase_c0	cpd00001_c0 + cpd00738_c0 --> cpd00009_c0 + cpd00054_c0	6666666.293523.peg.821;
rxn10207_c0	isotetradecanoyl_glycerol_3_phosphate_O_acyltransferase_c0	cpd00080_c0 + cpd11435_c0 --> cpd00010_c0 + cpd15673_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn10221_c0	anteisoheptadecanoyl_phosphatidate_cytidylyltransferase_c0	cpd00052_c0 + cpd15678_c0 <=> cpd00012_c0 + cpd00067_c0 + cpd15684_c0	6666666.293523.peg.3752;
rxn05451_c0	12_methyl_tetra_decanoyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11515_c0 <=> cpd11439_c0 + cpd11493_c0	6666666.293523.peg.1925;6666666.293523.peg.2753;
rxn10476_c0	hydrogenobyrinic_acid_a_c_diamide_cobalt_cobalt_ligase_ADP_forming_c0	cpd00001_c0 + cpd00002_c0 + cpd00149_c0 + cpd03913_c0 <=> cpd00008_c0 + cpd00009_c0 + 2.0 cpd00067_c0 + cpd03914_c0	6666666.293523.peg.1864;6666666.293523.peg.1868;
rxn00469_c0	N2_Acetyl_L_ornithine_amidohydrolase_c0	cpd00001_c0 + cpd00342_c0 <=> cpd00029_c0 + cpd00064_c0	6666666.293523.peg.394;
rxn04430_c0	S_adenosyl_L_methionine_3_4_dihydroxy_trans_cinnamate_3_O_methyltransferase_c0	cpd00017_c0 + cpd08984_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd03333_c0	6666666.293523.peg.2209;
rxn02804_c0	myristoyl_CoA_acetylCoA_C_myristoyltransferase_c0	cpd00022_c0 + cpd01695_c0 <=> cpd00010_c0 + cpd03114_c0	6666666.293523.peg.1464;6666666.293523.peg.3982;
rxn05005_c0	S_adenosyl_L_methionine_uroporphyrinogen_III_C_methyltransferase_c0	cpd00017_c0 + cpd00774_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd11206_c0	6666666.293523.peg.717;
rxn02795_c0	Glycochenodeoxycholate_amidohydrolase_c0	cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0	6666666.293523.peg.1233;6666666.293523.peg.2005;
rxn10203_c0	myristoyl_glycerol_3_phosphate_O_acyltransferase_c0	cpd00080_c0 + cpd01695_c0 --> cpd00010_c0 + cpd15331_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn00048_c0	6_7_Dimethyl_8_1_D_ribityllumazine_6_7_dimethyl_8_1_D_ribityllumazine_2_3_butanediyltransferase_c0	cpd00067_c0 + 2.0 cpd02656_c0 --> cpd00220_c0 + cpd02882_c0	6666666.293523.peg.891;
rxn07876_c0	R08087_c0	cpd00001_c0 + cpd00003_c0 + cpd06739_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd15166_c0	6666666.293523.peg.3840;
rxn00265_c0	citrate_oxaloacetate_lyase_forming_acetate_from_the_pro_S_carboxymethyl_group_of_citrate_c0	cpd00137_c0 --> cpd00029_c0 + cpd00032_c0	6666666.293523.peg.1052;
rxn12191_c0	R08558_c0	cpd00006_c0 + cpd00098_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00447_c0	6666666.293523.peg.2675;6666666.293523.peg.1210;
rxn09200_c0	Phosphatidylserine_decarboxylase_n_C16_0_c0	2.0 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0	6666666.293523.peg.4122;
rxn00283_c0	alanine_racemase_c0	cpd00035_c0 <=> cpd00117_c0	6666666.293523.peg.1332;
rxn00726_c0	chorismate_pyruvate_lyase_amino_accepting_anthranilate_forming_c0	cpd00013_c0 + cpd00216_c0 --> cpd00001_c0 + cpd00020_c0 + cpd00067_c0 + cpd00093_c0	6666666.293523.peg.4132;6666666.293523.peg.4128;
rxn00379_c0	ATP_sulfate_adenylyltransferase_c0	cpd00002_c0 + cpd00048_c0 <=> cpd00012_c0 + cpd00193_c0	6666666.293523.peg.1178;6666666.293523.peg.1179;6666666.293523.peg.3088;6666666.293523.peg.3087;
rxn08851_c0	Lysophospholipase_L2_2_acylglycerophosphoglycerol__n_C18_1_c0	cpd00001_c0 + cpd15349_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15269_c0	6666666.293523.peg.4211;
rxn02155_c0	ATP_nicotinamide_nucleotide_adenylyltransferase_c0	cpd00002_c0 + cpd00873_c0 <=> cpd00012_c0 + cpd00638_c0	6666666.293523.peg.4027;
rxn02187_c0	2_Acetolactate_methylmutase_c0	cpd00668_c0 --> cpd02569_c0	6666666.293523.peg.2475;
rxn02866_c0	3_methylbutanoyl_CoA_acceptor_2_3_oxidoreductase_c0	cpd00982_c0 + cpd01966_c0 --> cpd00015_c0 + cpd00067_c0 + cpd01882_c0	6666666.293523.peg.1471;
rxn02228_c0	3_Mercaptolactate_NAD_plus__oxidoreductase_c0	cpd00003_c0 + cpd03455_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00706_c0	6666666.293523.peg.4106;6666666.293523.peg.4059;
rxn01754_c0	ATP_erythritol_4_phosphotransferase_c0	cpd00002_c0 + cpd00392_c0 <=> cpd00008_c0 + cpd02203_c0	6666666.293523.peg.2437;
rxn08552_c0	glycerol_3_phosphate_acyltransferase_C18_1_c0	2.0 cpd00067_c0 + cpd00080_c0 + cpd11825_c0 --> cpd11493_c0 + cpd15328_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn02475_c0	2_5_Diamino_6_hydroxy_4_5_phosphoribosylamino_pyrimidine_2_aminohydrolase_c0	cpd00001_c0 + cpd00067_c0 + cpd00957_c0 --> cpd00013_c0 + cpd00931_c0	6666666.293523.peg.892;6666666.293523.peg.2754;
rxn05339_c0	3R_3_Hydroxybutanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0	cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0	6666666.293523.peg.2307;6666666.293523.peg.473;6666666.293523.peg.2479;6666666.293523.peg.2749;
rxn05460_c0	3_Oxooctodecanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0	cpd11476_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11570_c0	6666666.293523.peg.1561;6666666.293523.peg.4031;6666666.293523.peg.1196;6666666.293523.peg.2747;6666666.293523.peg.1926;6666666.293523.peg.3938;
rxn02614_c0	UDPglucose_gibberellin_2_O_beta_D_glucosyltransferase_c0	cpd00026_c0 + cpd01172_c0 --> cpd00014_c0 + cpd02518_c0	6666666.293523.peg.3629;
rxn03108_c0	ATP_4_amino_2_methyl_5_phosphomethylpyrimidine_phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd02775_c0 <=> cpd00008_c0 + cpd02894_c0	6666666.293523.peg.935;
rxn07449_c0	3_sulfolactate_bisulfite_lyase_c0	cpd14790_c0 <=> cpd00020_c0 + cpd00081_c0	6666666.293523.peg.1901;6666666.293523.peg.3533;6666666.293523.peg.3330;
rxn00675_c0	Propionyladenylate_CoA_propionyltransferase_c0	cpd00010_c0 + cpd03560_c0 --> cpd00018_c0 + cpd00067_c0 + cpd00086_c0	6666666.293523.peg.2757;6666666.293523.peg.981;
rxn01018_c0	carbamoyl_phosphate_L_aspartate_carbamoyltransferase_c0	cpd00041_c0 + cpd00146_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00343_c0	6666666.293523.peg.783;
rxn04132_c0	R06063_c0	cpd00001_c0 + cpd08625_c0 --> cpd00011_c0 + cpd00067_c0 + cpd01567_c0	
rxn00714_c0	P1_P4_bis5_uridyl_tetraphosphate_uridylohydrolase_c0	cpd00001_c0 + cpd03706_c0 --> cpd00062_c0 + cpd00067_c0 + cpd00091_c0	6666666.293523.peg.3770;6666666.293523.peg.601;
rxn11544_c0	HydrogenobyrinateHydrogenobyrinate_a_c_diamide_c0	cpd00001_c0 + 2.0 cpd00002_c0 + 2.0 cpd00053_c0 + cpd03832_c0 --> 2.0 cpd00008_c0 + cpd00012_c0 + 2.0 cpd00023_c0 + cpd00067_c0 + cpd03913_c0	6666666.293523.peg.3728;
rxn08813_c0	Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C16_0_periplasm_c0	cpd00001_c0 + cpd15321_c0 <=> cpd00067_c0 + cpd00214_c0 + cpd02090_c0	6666666.293523.peg.4211;
rxn05506_c0	Arsenate_transporter_c0	cpd01048_c0 --> cpd01048_e0	6666666.293523.peg.2597;
rxn00124_c0	ATP_pyridoxal_5_phosphotransferase_c0	cpd00002_c0 + cpd00215_c0 <=> cpd00008_c0 + cpd00016_c0 + cpd00067_c0	6666666.293523.peg.1062;
rxn10219_c0	isohexadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase_c0	cpd11441_c0 + cpd15676_c0 --> cpd00010_c0 + cpd00067_c0 + cpd15682_c0	6666666.293523.peg.3882;6666666.293523.peg.751;
rxn03514_c0	S_adenosyl_L_methionine_precorrin_4_C11_methyltransferase_c0	cpd00017_c0 + cpd03834_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd03839_c0	6666666.293523.peg.3729;
rxn08793_c0	L_Lactate_dehydrogenase_menaquinone_c0	cpd00159_c0 + cpd15500_c0 --> cpd00020_c0 + cpd15499_c0	6666666.293523.peg.4106;6666666.293523.peg.4059;
rxn00947_c0	Palmitate_CoA_ligase_AMP_forming_c0	cpd00002_c0 + cpd00010_c0 + cpd00214_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00134_c0	6666666.293523.peg.3439;6666666.293523.peg.1174;
rxn03247_c0	S_Hydroxyoctanoyl_CoA_hydro_lyase_c0	cpd03120_c0 <=> cpd00001_c0 + cpd03130_c0	6666666.293523.peg.1235;6666666.293523.peg.3810;6666666.293523.peg.3698;6666666.293523.peg.4304;6666666.293523.peg.1801;
rxn10210_c0	isohexadecanoyl_glycerol_3_phosphate_O_acyltransferase_c0	cpd00080_c0 + cpd11441_c0 --> cpd00010_c0 + cpd15676_c0	6666666.293523.peg.3939;6666666.293523.peg.4185;
rxn00278_c0	L_Alanine_NAD_plus__oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00003_c0 + cpd00035_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00020_c0 + cpd00067_c0	6666666.293523.peg.2198;
rxn03146_c0	UDP_3_O_3R_3_hydroxymyristoyl_N_acetylglucosamine_amidohydrolase_c0	cpd00001_c0 + cpd02886_c0 <=> cpd00029_c0 + cpd03584_c0	6666666.293523.peg.1104;
rxn11650_c0	cobIIyrinic_acid_a_c_diamide_FMN_oxidoreductase_c0	cpd01270_c0 + 2.0 cpd03914_c0 <=> cpd00050_c0 + 3.0 cpd00067_c0 + 2.0 cpd03915_c0	6666666.293523.peg.3446;
rxn03893_c0	all_trans_octaprenyl_diphosphate_4_hydroxybenzoate_3_octaprenyltransferase_c0	cpd00136_c0 + cpd02557_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03443_c0	6666666.293523.peg.1069;
rxn02789_c0	2_Isopropylmalate_hydro_lyase_c0	cpd01646_c0 <=> cpd00001_c0 + cpd01710_c0	6666666.293523.peg.2760;6666666.293523.peg.430;
rxn07099_c0	Penicillin_hydrolase_c0	cpd00001_c0 + cpd11668_c0 --> cpd00067_c0 + cpd12884_c0	6666666.293523.peg.716;
rxn00988_c0	Acetoacetate_CoA_ligase_AMP_forming_c0	cpd00002_c0 + cpd00010_c0 + cpd00142_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00279_c0	
rxn01600_c0	Cyclohexylamine_oxygen_oxidoreductase_deaminating_c0	cpd00001_c0 + cpd00007_c0 + cpd00445_c0 <=> cpd00013_c0 + cpd00025_c0 + cpd00329_c0	6666666.293523.peg.786;
rxn05455_c0	12_methyl_tridecanoyl_ACP_acyl_carrier_protein_transferase_c0	cpd00010_c0 + 2.0 cpd00067_c0 + cpd11565_c0 <=> cpd11435_c0 + cpd11493_c0	6666666.293523.peg.1925;6666666.293523.peg.2753;
rxn00410_c0	UTP_ammonia_ligase_ADP_forming_c0	cpd00002_c0 + cpd00013_c0 + cpd00062_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00052_c0 + 2.0 cpd00067_c0	6666666.293523.peg.3107;6666666.293523.peg.4009;
rxn03063_c0	S_Adenosyl_L_methionine_zymosterol_C_methyltransferase_c0	cpd00017_c0 + cpd03221_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd02755_c0	6666666.293523.peg.4081;
rxn01333_c0	sedoheptulose_7_phosphate_D_glyceraldehyde_3_phosphate_glyceronetransferase_c0	cpd00102_c0 + cpd00238_c0 <=> cpd00072_c0 + cpd00236_c0	6666666.293523.peg.2634;6666666.293523.peg.2324;
